ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
OK-011,Blaine County,Oklahoma,33.43,101,4.91,28.52
OK-013,Bryan County,Oklahoma,45.71,93,4.87,40.84
OK-015,Caddo County,Oklahoma,38.08,116,7.69,30.39
OK-017,Canadian County,Oklahoma,44.03,125,13.23,30.8
OK-019,Carter County,Oklahoma,46.9,114,10.29,36.61
OK-021,Cherokee County,Oklahoma,53.46,110,9.8,43.66
OK-023,Choctaw County,Oklahoma,48.09,82,2.76,45.33
OK-025,Cimarron County,Oklahoma,18.58,91,2.07,16.51
OK-027,Cleveland County,Oklahoma,51.77,127,16.96,34.81
OK-029,Coal County,Oklahoma,54,117,12.52,41.48
OK-031,Comanche County,Oklahoma,39.13,119,9.11,30.02
OK-033,Cotton County,Oklahoma,40.69,120,10.65,30.04
OK-035,Craig County,Oklahoma,49.35,104,7.18,42.17
OK-037,Creek County,Oklahoma,54.02,128,16.45,37.57
OK-039,Custer County,Oklahoma,31.7,106,5,26.7
OK-041,Delaware County,Oklahoma,47.58,85,3.9,43.68
OK-043,Dewey County,Oklahoma,30.62,103,4.2,26.42
OK-045,Ellis County,Oklahoma,25.37,89,1.93,23.44
OK-047,Garfield County,Oklahoma,35.6,98,5.06,30.54
OK-049,Garvin County,Oklahoma,48.68,121,12.76,35.92
OK-051,Grady County,Oklahoma,43.94,121,11.44,32.5
OK-053,Grant County,Oklahoma,33.95,92,4.21,29.74
OK-055,Greer County,Oklahoma,27.29,89,1.94,25.35
OK-057,Harmon County,Oklahoma,24.58,76,0.3,24.28
OK-059,Harper County,Oklahoma,25.25,87,2.06,23.19
OK-061,Haskell County,Oklahoma,60.62,126,16.3,44.32
OK-063,Hughes County,Oklahoma,57.49,123,16.34,41.15
OK-065,Jackson County,Oklahoma,27.52,88,2.01,25.51
OK-067,Jefferson County,Oklahoma,43.13,116,10.49,32.64
OK-069,Johnston County,Oklahoma,49.4,109,9.77,39.63
OK-071,Kay County,Oklahoma,39.49,101,6.24,33.25
OK-073,Kingfisher County,Oklahoma,41.08,123,11.84,29.24
OK-075,Kiowa County,Oklahoma,31.03,96,3.52,27.51
OK-077,Latimer County,Oklahoma,58.8,116,12.1,46.7
OK-079,Le Flore County,Oklahoma,59.91,115,12.51,47.4
OK-081,Lincoln County,Oklahoma,50.96,126,15.13,35.83
OK-083,Logan County,Oklahoma,45.6,126,13.95,31.65
OK-085,Love County,Oklahoma,45.1,113,9.16,35.94
OK-087,McClain County,Oklahoma,49.45,126,14.89,34.56
OK-089,McCurtain County,Oklahoma,58.89,108,9.35,49.54
OK-091,McIntosh County,Oklahoma,58.89,127,16.99,41.9
OK-093,Major County,Oklahoma,33.48,105,5.9,27.58
OK-095,Marshall County,Oklahoma,45.4,105,6.84,38.56
OK-097,Mayes County,Oklahoma,49.5,102,7.47,42.03
OK-099,Murray County,Oklahoma,49.59,114,11.38,38.22
OK-101,Muskogee County,Oklahoma,56.97,124,14.59,42.38
OK-103,Noble County,Oklahoma,38.32,100,5.14,33.18
OK-105,Nowata County,Oklahoma,48.9,114,9.39,39.51
OK-107,Okfuskee County,Oklahoma,56.85,128,18.23,38.62
OK-109,Oklahoma County,Oklahoma,50.06,129,17.07,32.99
OK-111,Okmulgee County,Oklahoma,55.54,126,15.75,39.79
OK-113,Osage County,Oklahoma,48.04,118,12.01,36.03
OK-115,Ottawa County,Oklahoma,47.47,96,5.02,42.45
OK-117,Pawnee County,Oklahoma,45.47,115,10.23,35.24
OK-119,Payne County,Oklahoma,44,115,9.55,34.45
OK-121,Pittsburg County,Oklahoma,58.38,118,13.81,44.57
OK-123,Pontotoc County,Oklahoma,51.61,117,12.12,39.49
OK-125,Pottawatomie County,Oklahoma,53.28,129,16.78,36.5
OK-127,Pushmataha County,Oklahoma,52.99,87,4.43,48.56
OK-129,Roger Mills County,Oklahoma,30.73,112,6.08,24.65
OK-131,Rogers County,Oklahoma,56.03,125,16.46,39.57
OK-133,Seminole County,Oklahoma,55.75,127,17.53,38.22
OK-135,Sequoyah County,Oklahoma,60.67,124,15.75,44.92
OK-137,Stephens County,Oklahoma,44.48,119,11.4,33.08
OK-139,Texas County,Oklahoma,19.08,83,0.93,18.15
OK-141,Tillman County,Oklahoma,33.36,109,6.27,27.09
OK-143,Tulsa County,Oklahoma,56.92,127,18.44,38.48
OK-145,Wagoner County,Oklahoma,53.62,120,12.6,41.02
OK-147,Washington County,Oklahoma,49.48,118,11.66,37.82
OK-149,Washita County,Oklahoma,32.66,108,5.6,27.06
OK-151,Woods County,Oklahoma,32.03,113,6.26,25.77
OK-153,Woodward County,Oklahoma,28.74,96,3.76,24.98
OR-001,Baker County,Oregon,20.64,67,-0.49,21.13
OR-003,Benton County,Oregon,55.96,59,-2.18,58.14
OR-005,Clackamas County,Oregon,65.89,33,-8.43,74.32
OR-007,Clatsop County,Oregon,73.16,20,-15.95,89.11
OR-009,Columbia County,Oregon,47.39,24,-9.02,56.41
OR-011,Coos County,Oregon,70.14,77,1.33,68.81
OR-013,Crook County,Oregon,13.89,62,-0.78,14.67
OR-015,Curry County,Oregon,91.04,85,4.97,86.07
OR-017,Deschutes County,Oregon,22.62,66,-1.02,23.64
OR-019,Douglas County,Oregon,56.52,89,3.28,53.24
OR-021,Gilliam County,Oregon,11.46,82,0.25,11.21
OR-023,Grant County,Oregon,20.73,70,-0.03,20.76
OR-025,Harney County,Oregon,13.97,90,1.13,12.84
OR-027,Hood River County,Oregon,51.57,34,-6.86,58.43
OR-029,Jackson County,Oregon,40.78,93,3.97,36.81
OR-031,Jefferson County,Oregon,18.1,70,-0.25,18.35
OR-033,Josephine County,Oregon,65.57,111,11.25,54.32
OR-035,Klamath County,Oregon,30.57,98,3.51,27.06
OR-037,Lake County,Oregon,14.55,76,0.15,14.4
OR-039,Lane County,Oregon,64.93,77,0.97,63.96
OR-041,Lincoln County,Oregon,80.67,37,-9.19,89.86
OR-043,Linn County,Oregon,67.03,58,-2.52,69.55
OR-045,Malheur County,Oregon,14.35,93,1.8,12.55
OR-047,Marion County,Oregon,59.55,52,-4,63.55
OR-049,Morrow County,Oregon,14,73,-0.09,14.09
OR-051,Multnomah County,Oregon,56.09,37,-6.36,62.45
OR-053,Polk County,Oregon,61.12,47,-5.53,66.65
OR-055,Sherman County,Oregon,13.08,76,-0.06,13.14
OR-057,Tillamook County,Oregon,87.36,25,-13.76,101.12
OR-059,Umatilla County,Oregon,19.26,48,-1.12,20.38
OR-061,Union County,Oregon,25.3,28,-3.45,28.75
OR-063,Wallowa County,Oregon,22.72,20,-4.71,27.43
OR-065,Wasco County,Oregon,19.04,55,-1.13,20.17
OR-067,Washington County,Oregon,48.62,32,-7.13,55.75
OR-069,Wheeler County,Oregon,14.51,45,-1.52,16.03
OR-071,Yamhill County,Oregon,52.81,30,-8.07,60.88
PA-001,Adams County,Pennsylvania,40.75,47,-1.53,42.28
PA-003,Allegheny County,Pennsylvania,39.04,68,0.67,38.37
PA-005,Armstrong County,Pennsylvania,44.71,84,2.49,42.22
PA-007,Beaver County,Pennsylvania,37.69,57,-0.35,38.04
PA-009,Bedford County,Pennsylvania,40.65,87,2.51,38.14
PA-011,Berks County,Pennsylvania,40.78,36,-3.47,44.25
PA-013,Blair County,Pennsylvania,42.32,90,2.7,39.62
PA-015,Bradford County,Pennsylvania,37.23,66,0.33,36.9
PA-017,Bucks County,Pennsylvania,36.88,13,-8.59,45.47
PA-019,Butler County,Pennsylvania,41.94,69,1.2,40.74
PA-021,Cambria County,Pennsylvania,46.99,94,3.51,43.48
PA-023,Cameron County,Pennsylvania,44.35,93,3.07,41.28
PA-025,Carbon County,Pennsylvania,41.2,19,-7.34,48.54
PA-027,Centre County,Pennsylvania,43.95,94,3.03,40.92
PA-029,Chester County,Pennsylvania,39.08,24,-5.82,44.9
PA-031,Clarion County,Pennsylvania,45.98,84,2.82,43.16
PA-033,Clearfield County,Pennsylvania,42.49,70,0.33,42.16
PA-035,Clinton County,Pennsylvania,46.3,109,5.73,40.57
PA-037,Columbia County,Pennsylvania,39.48,39,-3,42.48
PA-039,Crawford County,Pennsylvania,44.22,75,1.43,42.79
PA-041,Cumberland County,Pennsylvania,39.48,49,-2.01,41.49
PA-043,Dauphin County,Pennsylvania,40.86,41,-2.23,43.09
PA-045,Delaware County,Pennsylvania,34.23,9,-10.03,44.26
PA-047,Elk County,Pennsylvania,44.67,82,1.63,43.04
PA-049,Erie County,Pennsylvania,43.94,70,1.03,42.91
PA-051,Fayette County,Pennsylvania,45,62,0.34,44.66
PA-053,Forest County,Pennsylvania,45.59,81,1.8,43.79
PA-055,Franklin County,Pennsylvania,37.24,39,-3.23,40.47
PA-057,Fulton County,Pennsylvania,38.47,58,-0.41,38.88
PA-059,Greene County,Pennsylvania,38.28,33,-2.76,41.04
PA-061,Huntingdon County,Pennsylvania,41,85,1.67,39.33
PA-063,Indiana County,Pennsylvania,48.06,98,4.09,43.97
PA-065,Jefferson County,Pennsylvania,44.23,67,0.73,43.5
PA-067,Juniata County,Pennsylvania,43.29,80,1.68,41.61
PA-069,Lackawanna County,Pennsylvania,45.97,93,3.83,42.14
PA-071,Lancaster County,Pennsylvania,40.65,49,-1.29,41.94
PA-073,Lawrence County,Pennsylvania,41.39,83,2.58,38.81
PA-075,Lebanon County,Pennsylvania,42.71,55,-0.7,43.41
PA-077,Lehigh County,Pennsylvania,40.69,32,-4.76,45.45
PA-079,Luzerne County,Pennsylvania,41.25,52,-1.67,42.92
PA-081,Lycoming County,Pennsylvania,43.37,82,1.97,41.4
PA-083,McKean County,Pennsylvania,43.44,64,0.06,43.38
PA-085,Mercer County,Pennsylvania,44.59,90,3.76,40.83
PA-087,Mifflin County,Pennsylvania,44.43,93,3.54,40.89
PA-089,Monroe County,Pennsylvania,44.64,43,-3.26,47.9
PA-091,Montgomery County,Pennsylvania,35.67,12,-9.13,44.8
PA-093,Montour County,Pennsylvania,39.47,51,-1.69,41.16
PA-095,Northampton County,Pennsylvania,41.43,34,-4.3,45.73
PA-097,Northumberland County,Pennsylvania,38.5,40,-2.91,41.41
PA-099,Perry County,Pennsylvania,41.01,50,-1.63,42.64
PA-101,Philadelphia County,Pennsylvania,34.56,10,-9.56,44.12
PA-103,Pike County,Pennsylvania,43.42,56,-0.83,44.25
PA-105,Potter County,Pennsylvania,42.65,84,2.52,40.13
PA-107,Schuylkill County,Pennsylvania,41.01,24,-5.51,46.52
PA-109,Snyder County,Pennsylvania,40.95,50,-1.51,42.46
PA-111,Somerset County,Pennsylvania,48.11,98,4.61,43.5
PA-113,Sullivan County,Pennsylvania,43.47,56,-0.47,43.94
PA-115,Susquehanna County,Pennsylvania,48.55,112,7.78,40.77
PA-117,Tioga County,Pennsylvania,38.21,80,1.81,36.4
PA-119,Union County,Pennsylvania,41.44,63,0.06,41.38
PA-121,Venango County,Pennsylvania,44.95,84,2.81,42.14
PA-123,Warren County,Pennsylvania,43.19,57,-0.43,43.62
PA-125,Washington County,Pennsylvania,36.14,30,-3.12,39.26
PA-127,Wayne County,Pennsylvania,49.15,106,6.52,42.63
PA-129,Westmoreland County,Pennsylvania,47.24,99,4.92,42.32
PA-131,Wyoming County,Pennsylvania,42.82,82,2.26,40.56
PA-133,York County,Pennsylvania,39.9,47,-1.51,41.41
RI-001,Bristol County,Rhode Island,44.13,53,-0.61,44.74
RI-003,Kent County,Rhode Island,44.98,48,-0.92,45.9
RI-005,Newport County,Rhode Island,44.54,67,1.37,43.17
RI-007,Providence County,Rhode Island,42.65,30,-3.68,46.33
RI-009,Washington County,Rhode Island,44.53,66,0.73,43.8
SC-001,Abbeville County,South Carolina,41.79,36,-6.1,47.89
SC-003,Aiken County,South Carolina,49.37,90,3.85,45.52
SC-005,Allendale County,South Carolina,54.26,111,7.89,46.37
SC-007,Anderson County,South Carolina,42.68,34,-6.25,48.93
SC-009,Bamberg County,South Carolina,53.92,107,7.29,46.63
SC-011,Barnwell County,South Carolina,52.81,102,6.65,46.16
SC-013,Beaufort County,South Carolina,49.4,77,1.3,48.1
SC-015,Berkeley County,South Carolina,47.46,60,-1,48.46
SC-017,Calhoun County,South Carolina,50.9,94,4.83,46.07
SC-019,Charleston County,South Carolina,45.9,51,-2.49,48.39
SC-021,Cherokee County,South Carolina,50.01,74,1.07,48.94
SC-023,Chester County,South Carolina,48.54,86,2.46,46.08
SC-025,Chesterfield County,South Carolina,52.18,105,6.36,45.82
SC-027,Clarendon County,South Carolina,45.55,57,-2.22,47.77
SC-029,Colleton County,South Carolina,51.12,93,3.46,47.66
SC-031,Darlington County,South Carolina,48.56,81,2.79,45.77
SC-033,Dillon County,South Carolina,50.73,97,4.98,45.75
SC-035,Dorchester County,South Carolina,47.72,62,0.01,47.71
SC-037,Edgefield County,South Carolina,43.46,50,-2.29,45.75
SC-039,Fairfield County,South Carolina,50.83,107,5.33,45.5
SC-041,Florence County,South Carolina,52.25,101,5.2,47.05
SC-043,Georgetown County,South Carolina,52.13,88,2.69,49.44
SC-045,Greenville County,South Carolina,52.24,48,-3.45,55.69
SC-047,Greenwood County,South Carolina,43.57,44,-3.33,46.9
SC-049,Hampton County,South Carolina,54.36,110,7.26,47.1
SC-051,Horry County,South Carolina,50.84,80,2.08,48.76
SC-053,Jasper County,South Carolina,53.89,104,5.65,48.24
SC-055,Kershaw County,South Carolina,50.04,99,4.24,45.8
SC-057,Lancaster County,South Carolina,51.84,111,6.34,45.5
SC-059,Laurens County,South Carolina,46.97,56,-0.91,47.88
SC-061,Lee County,South Carolina,47.46,79,1.18,46.28
SC-063,Lexington County,South Carolina,51.61,103,5.92,45.69
SC-065,McCormick County,South Carolina,42.93,40,-3.68,46.61
SC-067,Marion County,South Carolina,54.3,108,7.03,47.27
SC-069,Marlboro County,South Carolina,51,99,5.15,45.85
SC-071,Newberry County,South Carolina,52.63,107,6.66,45.97
SC-073,Oconee County,South Carolina,55.52,37,-5.37,60.89
SC-075,Orangeburg County,South Carolina,51.66,99,4.98,46.68
SC-077,Pickens County,South Carolina,57.13,55,-1.71,58.84
SC-079,Richland County,South Carolina,50.74,102,5.42,45.32
SC-081,Saluda County,South Carolina,48.19,79,2.18,46.01
SC-083,Spartanburg County,South Carolina,54.79,86,3.53,51.26
SC-085,Sumter County,South Carolina,44.14,57,-2.28,46.42
SC-087,Union County,South Carolina,48.71,69,0.72,47.99
SC-089,Williamsburg County,South Carolina,52.31,95,3.72,48.59
SC-091,York County,South Carolina,50.08,92,3.24,46.84
SD-003,Aurora County,South Dakota,18.06,28,-3.41,21.47
SD-005,Beadle County,South Dakota,16.91,24,-3.41,20.32
SD-007,Bennett County,South Dakota,16.45,45,-1.88,18.33
SD-009,Bon Homme County,South Dakota,19.87,23,-4.25,24.12
SD-011,Brookings County,South Dakota,23.87,69,0.71,23.16
SD-013,Brown County,South Dakota,21.39,80,1.24,20.15
SD-015,Brule County,South Dakota,18.4,47,-1.78,20.18
SD-017,Buffalo County,South Dakota,17.34,49,-1.58,18.92
SD-019,Butte County,South Dakota,14.86,58,-0.65,15.51
SD-021,Campbell County,South Dakota,15.6,43,-1.6,17.2
SD-023,Charles Mix County,South Dakota,19.81,39,-2.67,22.48
SD-025,Clark County,South Dakota,22.18,68,0.24,21.94
SD-027,Clay County,South Dakota,17.81,6,-7.69,25.5
SD-029,Codington County,South Dakota,24.75,83,1.77,22.98
SD-031,Corson County,South Dakota,17.96,78,1.04,16.92
SD-033,Custer County,South Dakota,14.32,21,-3.52,17.84
SD-035,Davison County,South Dakota,18.2,26,-3.57,21.77
SD-037,Day County,South Dakota,22.64,78,0.89,21.75
SD-039,Deuel County,South Dakota,25.04,75,1.11,23.93
SD-041,Dewey County,South Dakota,17.59,73,0.62,16.97
SD-043,Douglas County,South Dakota,19.77,34,-2.65,22.42
SD-045,Edmunds County,South Dakota,16.59,36,-2.35,18.94
SD-047,Fall River County,South Dakota,13.56,27,-3.1,16.66
SD-049,Faulk County,South Dakota,17.53,52,-1.37,18.9
SD-051,Grant County,South Dakota,25.56,85,2.25,23.31
SD-053,Gregory County,South Dakota,19.57,45,-2.23,21.8
SD-055,Haakon County,South Dakota,16.48,61,-0.59,17.07
SD-057,Hamlin County,South Dakota,25.22,95,2.47,22.75
SD-059,Hand County,South Dakota,17.75,47,-1.63,19.38
SD-061,Hanson County,South Dakota,18.35,23,-3.9,22.25
SD-063,Harding County,South Dakota,14.73,66,0.15,14.58
SD-065,Hughes County,South Dakota,18.15,76,0.92,17.23
SD-067,Hutchinson County,South Dakota,19.36,23,-4.3,23.66
SD-069,Hyde County,South Dakota,18.47,71,0.31,18.16
SD-071,Jackson County,South Dakota,14.92,36,-2.47,17.39
SD-073,Jerauld County,South Dakota,16.74,23,-4.08,20.82
SD-075,Jones County,South Dakota,16.98,58,-0.44,17.42
SD-077,Kingsbury County,South Dakota,23.17,71,0.82,22.35
SD-079,Lake County,South Dakota,21.26,38,-2.45,23.71
SD-081,Lawrence County,South Dakota,22.79,52,-1.14,23.93
SD-083,Lincoln County,South Dakota,18.56,7,-7.18,25.74
SD-085,Lyman County,South Dakota,17.12,52,-1.24,18.36
SD-087,McCook County,South Dakota,19.86,25,-4.07,23.93
SD-089,McPherson County,South Dakota,16.73,36,-2.03,18.76
SD-091,Marshall County,South Dakota,24.17,90,3.03,21.14
SD-093,Meade County,South Dakota,16.47,62,-0.45,16.92
SD-095,Mellette County,South Dakota,16.64,43,-1.66,18.3
SD-097,Miner County,South Dakota,19.23,33,-2.88,22.11
SD-099,Minnehaha County,South Dakota,19.06,11,-6.07,25.13
SD-101,Moody County,South Dakota,20.75,29,-3.24,23.99
SD-102,Oglala Lakota County,South Dakota,14.04,24,-3.22,17.26
SD-103,Pennington County,South Dakota,14.5,25,-3.44,17.94
SD-105,Perkins County,South Dakota,17.59,84,1.75,15.84
SD-107,Potter County,South Dakota,17.03,53,-0.68,17.71
SD-109,Roberts County,South Dakota,25.15,92,3.11,22.04
SD-111,Sanborn County,South Dakota,16.93,21,-4.19,21.12
SD-115,Spink County,South Dakota,18.96,56,-1.12,20.08
SD-117,Stanley County,South Dakota,16.93,73,0.28,16.65
SD-119,Sully County,South Dakota,18.69,85,1.94,16.75
SD-121,Todd County,South Dakota,16.18,33,-3.3,19.48
SD-123,Tripp County,South Dakota,16.76,30,-3.35,20.11
SD-125,Turner County,South Dakota,19.24,12,-5.96,25.2
SD-127,Union County,South Dakota,19.5,10,-6.57,26.07
SD-129,Walworth County,South Dakota,15.53,37,-2.46,17.99
SD-135,Yankton County,South Dakota,19,18,-5.8,24.8
SD-137,Ziebach County,South Dakota,18.83,98,2.51,16.32
TN-001,Anderson County,Tennessee,52.75,65,0.59,52.16
TN-003,Bedford County,Tennessee,52.27,57,-0.86,53.13
TN-005,Benton County,Tennessee,65.19,117,14.21,50.98
TN-007,Bledsoe County,Tennessee,56.09,63,0.07,56.02
TN-009,Blount County,Tennessee,51.41,46,-2.42,53.83
TN-011,Bradley County,Tennessee,50.9,50,-1.51,52.41
TN-013,Campbell County,Tennessee,55,77,3.3,51.7
TN-015,Cannon County,Tennessee,57.53,84,3.41,54.12
TN-017,Carroll County,Tennessee,63.14,110,12.11,51.03
TN-019,Carter County,Tennessee,51.61,91,4,47.61
TN-021,Cheatham County,Tennessee,56.34,103,7.3,49.04
TN-023,Chester County,Tennessee,59.54,101,7.82,51.72
TN-025,Claiborne County,Tennessee,52.97,81,2.61,50.36
TN-027,Clay County,Tennessee,58.15,97,5.56,52.59
TN-029,Cocke County,Tennessee,48.3,65,0.42,47.88
TN-031,Coffee County,Tennessee,57.39,78,3.04,54.35
TN-033,Crockett County,Tennessee,62.77,116,12.56,50.22
TN-035,Cumberland County,Tennessee,52.09,43,-2.98,55.07
TN-037,Davidson County,Tennessee,56.8,107,8.34,48.46
TN-039,Decatur County,Tennessee,59.65,97,7.29,52.37
TN-041,DeKalb County,Tennessee,55.7,78,2.42,53.28
TN-043,Dickson County,Tennessee,58.97,107,8.72,50.25
TN-045,Dyer County,Tennessee,62.75,122,14.18,48.57
TN-047,Fayette County,Tennessee,68.16,122,16,52.16
TN-049,Fentress County,Tennessee,54.72,69,1.59,53.13
TN-051,Franklin County,Tennessee,59.59,92,5.1,54.49
TN-053,Gibson County,Tennessee,64.74,120,14.33,50.41
TN-055,Giles County,Tennessee,53.42,55,-0.63,54.05
TN-057,Grainger County,Tennessee,48.17,67,0.48,47.69
TN-059,Greene County,Tennessee,46.87,89,2.7,44.17
TN-061,Grundy County,Tennessee,61.19,81,4.36,56.83
TN-063,Hamblen County,Tennessee,44.66,54,-0.7,45.36
TN-065,Hamilton County,Tennessee,51.66,45,-2.92,54.58
TN-067,Hancock County,Tennessee,51.83,86,3.33,48.5
TN-069,Hardeman County,Tennessee,65.84,115,13.25,52.59
TN-071,Hardin County,Tennessee,54.33,75,2.02,52.31
TN-073,Hawkins County,Tennessee,47.79,73,1.85,45.94
TN-075,Haywood County,Tennessee,64.1,117,13.34,50.76
TN-077,Henderson County,Tennessee,60.34,101,8.68,51.66
TN-079,Henry County,Tennessee,68.54,123,18.26,50.28
TN-081,Hickman County,Tennessee,56.49,87,4.51,51.98
TN-083,Houston County,Tennessee,65.33,122,14.93,50.4
TN-085,Humphreys County,Tennessee,65.39,121,13.9,51.49
TN-087,Jackson County,Tennessee,56.5,80,3.11,53.39
TN-089,Jefferson County,Tennessee,46.09,64,0.23,45.86
TN-091,Johnson County,Tennessee,57.74,122,8.74,49
TN-093,Knox County,Tennessee,49.53,57,0.22,49.31
TN-095,Lake County,Tennessee,62.9,123,14.55,48.35
TN-097,Lauderdale County,Tennessee,61.62,118,12.22,49.4
TN-099,Lawrence County,Tennessee,53.24,54,-1.19,54.43
TN-101,Lewis County,Tennessee,52.23,55,-1.04,53.27
TN-103,Lincoln County,Tennessee,58.27,81,3.89,54.38
TN-105,Loudon County,Tennessee,49.15,44,-2.55,51.7
TN-107,McMinn County,Tennessee,52,55,-0.71,52.71
TN-109,McNairy County,Tennessee,57.75,92,5.52,52.23
TN-111,Macon County,Tennessee,62.81,115,10.01,52.8
TN-113,Madison County,Tennessee,62.36,109,11.04,51.32
TN-115,Marion County,Tennessee,58.32,68,1.62,56.7
TN-117,Marshall County,Tennessee,52.47,61,-0.33,52.8
TN-119,Maury County,Tennessee,51.68,65,0.11,51.57
TN-121,Meigs County,Tennessee,51.83,47,-1.83,53.66
TN-123,Monroe County,Tennessee,55.28,60,-0.41,55.69
TN-125,Montgomery County,Tennessee,63.25,121,14.31,48.94
TN-127,Moore County,Tennessee,57.08,76,2.59,54.49
TN-129,Morgan County,Tennessee,52,54,-1.1,53.1
TN-131,Obion County,Tennessee,70.04,126,20.38,49.66
TN-133,Overton County,Tennessee,54.27,64,0.6,53.67
TN-135,Perry County,Tennessee,59.48,95,6.53,52.95
TN-137,Pickett County,Tennessee,57.83,95,5.35,52.48
TN-139,Polk County,Tennessee,55.56,64,0.95,54.61
TN-141,Putnam County,Tennessee,54.74,62,0.13,54.61
TN-143,Rhea County,Tennessee,53.87,52,-1.48,55.35
TN-145,Roane County,Tennessee,49.71,42,-2.69,52.4
TN-147,Robertson County,Tennessee,64.33,125,15.31,49.02
TN-149,Rutherford County,Tennessee,56.07,94,4.99,51.08
TN-151,Scott County,Tennessee,56.72,82,4.03,52.69
TN-153,Sequatchie County,Tennessee,56.29,54,-0.94,57.23
TN-155,Sevier County,Tennessee,53.98,58,-0.53,54.51
TN-157,Shelby County,Tennessee,70.3,127,19.54,50.76
TN-159,Smith County,Tennessee,56.22,83,3.32,52.9
TN-161,Stewart County,Tennessee,67.84,124,17.97,49.87
TN-163,Sullivan County,Tennessee,47.05,91,3.11,43.94
TN-165,Sumner County,Tennessee,63.04,121,12.85,50.19
TN-167,Tipton County,Tennessee,64.63,119,14.42,50.21
TN-169,Trousdale County,Tennessee,58.91,100,7.01,51.9
TN-171,Unicoi County,Tennessee,50.46,74,1.68,48.78
TN-173,Union County,Tennessee,50.69,67,1.21,49.48
TN-175,Van Buren County,Tennessee,57.24,76,2.63,54.61
TN-177,Warren County,Tennessee,58.97,92,5.21,53.76
TN-179,Washington County,Tennessee,46.22,81,2.05,44.17
TN-181,Wayne County,Tennessee,56.21,72,2.11,54.1
TN-183,Weakley County,Tennessee,71.04,125,20.48,50.56
TN-185,White County,Tennessee,54.39,64,0.08,54.31
TN-187,Williamson County,Tennessee,54.97,93,4.9,50.07
TN-189,Wilson County,Tennessee,56.75,94,5.17,51.58
TX-001,Anderson County,Texas,55.33,122,13.83,41.5
TX-003,Andrews County,Texas,9.51,16,-5.21,14.72
TX-005,Angelina County,Texas,64.14,123,15.56,48.58
TX-007,Aransas County,Texas,29.05,45,-4.77,33.82
TX-009,Archer County,Texas,34.2,107,6.46,27.74
TX-011,Armstrong County,Texas,23.2,93,2.22,20.98
TX-013,Atascosa County,Texas,19.1,25,-7.57,26.67
TX-015,Austin County,Texas,37.84,53,-3.23,41.07
TX-017,Bailey County,Texas,18.94,82,1.43,17.51
TX-019,Bandera County,Texas,22.19,27,-7.62,29.81
TX-021,Bastrop County,Texas,31.65,51,-3.38,35.03
TX-023,Baylor County,Texas,29.38,88,3.76,25.62
TX-025,Bee County,Texas,25.59,42,-4.64,30.23
TX-027,Bell County,Texas,27.08,35,-5.88,32.96
TX-029,Bexar County,Texas,23.62,40,-6.05,29.67
TX-031,Blanco County,Texas,28.18,52,-2.86,31.04
TX-033,Borden County,Texas,20.72,87,1.81,18.91
TX-035,Bosque County,Texas,33.24,75,1,32.24
TX-037,Bowie County,Texas,57.82,109,10.16,47.66
TX-039,Brazoria County,Texas,50.77,88,5.24,45.53
TX-041,Brazos County,Texas,37.5,56,-2.01,39.51
TX-043,Brewster County,Texas,8.17,12,-4.98,13.15
TX-045,Briscoe County,Texas,22.01,79,1,21.01
TX-047,Brooks County,Texas,23.52,70,-0.23,23.75
TX-049,Brown County,Texas,28.06,82,1.24,26.82
TX-051,Burleson County,Texas,36.62,58,-0.94,37.56
TX-053,Burnet County,Texas,24.5,34,-5.73,30.23
TX-055,Caldwell County,Texas,28.92,48,-4.48,33.4
TX-057,Calhoun County,Texas,40.08,81,2.08,38
TX-059,Callahan County,Texas,32.59,111,6.68,25.91
TX-061,Cameron County,Texas,36.37,123,11.56,24.81
TX-063,Camp County,Texas,52.01,103,7.56,44.45
TX-065,Carson County,Texas,24.99,105,4.27,20.72
TX-067,Cass County,Texas,57.62,111,10.31,47.31
TX-069,Castro County,Texas,20.78,87,2.05,18.73
TX-071,Chambers County,Texas,56.04,89,6.17,49.87
TX-073,Cherokee County,Texas,57.36,119,12.93,44.43
TX-075,Childress County,Texas,22.43,66,-0.24,22.67
TX-077,Clay County,Texas,39.39,114,9.3,30.09
TX-079,Cochran County,Texas,15.98,57,-1.6,17.58
TX-081,Coke County,Texas,22.67,75,0.66,22.01
TX-083,Coleman County,Texas,29.54,97,3.56,25.98
TX-085,Collin County,Texas,36.05,55,-2.01,38.06
TX-087,Collingsworth County,Texas,25.19,88,1.88,23.31
TX-089,Colorado County,Texas,33.62,34,-6.86,40.48
TX-091,Comal County,Texas,29.4,56,-3.09,32.49
TX-093,Comanche County,Texas,30.51,81,2.2,28.31
TX-095,Concho County,Texas,22.28,54,-1.8,24.08
TX-097,Cooke County,Texas,39.88,93,4.26,35.62
TX-099,Coryell County,Texas,26.54,36,-5.05,31.59
TX-101,Cottle County,Texas,23.28,76,0.77,22.51
TX-103,Crane County,Texas,8.34,16,-4.86,13.2
TX-105,Crockett County,Texas,12.87,22,-5.3,18.17
TX-107,Crosby County,Texas,19.89,73,-0.54,20.43
TX-109,Culberson County,Texas,9.28,34,-2.68,11.96
TX-111,Dallam County,Texas,18.89,97,2.28,16.61
TX-113,Dallas County,Texas,37.45,71,0.98,36.47
